,Price,Area,Location,No. of Bedrooms,Gymnasium,Car Parking,Landscaped Gardens,Swimming Pool
4067,22100000,1475,Bhandup West,2,Yes,Yes,Yes,Yes
4069,4900000,580,Mira Road East,1,No,No,No,No
4070,2100000,671,Neral,1,No,No,No,No
4071,2075000,661,Neral,1,No,No,No,No
4072,2000000,630,Neral,1,No,No,No,No
4073,7600000,1075,Ulwe,2,Yes,Yes,Yes,No
4074,9000000,1180,Ulwe,2,Yes,Yes,Yes,Yes
4075,5600000,670,Ulwe,1,Yes,No,No,Yes
4076,10100000,1379,Ulwe,3,Yes,Yes,Yes,Yes
4077,4200000,675,Ulwe,1,No,No,No,No
4078,4500000,650,Ulwe,1,Yes,Yes,No,No
4079,5000000,735,Ulwe,1,No,No,No,No
4080,5000000,735,Ulwe,1,Yes,No,No,No
4081,6800000,1080,Ulwe,2,No,Yes,No,No
4082,6500000,1050,Ulwe,2,No,No,No,No
4083,8200000,1130,Ulwe,2,Yes,Yes,No,Yes
4084,7600000,1100,Ulwe,2,Yes,No,No,No
4085,8495000,1307,Panvel,2,Yes,Yes,Yes,Yes
4086,4823000,742,Panvel,1,Yes,Yes,Yes,Yes
4087,11500000,1771,Panvel,3,Yes,Yes,Yes,Yes
4088,7618000,1172,Panvel,2,Yes,Yes,Yes,Yes
4089,6454000,993,Panvel,1,Yes,Yes,Yes,Yes
4091,4000000,490,Panvel,1,Yes,Yes,Yes,Yes
4092,11299999,1750,Panvel,3,Yes,Yes,Yes,Yes
4093,4300000,530,Panvel,1,Yes,Yes,Yes,Yes
4096,8287000,1275,Panvel,2,Yes,Yes,Yes,Yes
4097,7930000,1220,Panvel,2,Yes,Yes,Yes,Yes
4100,11200000,1726,Panvel,3,Yes,Yes,Yes,Yes
4101,2990000,299,Naigaon East,1,No,No,Yes,No
4102,2250000,252,Naigaon East,1,Yes,Yes,Yes,No
4103,3185000,490,Panvel,1,Yes,Yes,Yes,Yes
4104,3445000,530,Panvel,1,Yes,Yes,Yes,Yes
4105,11100000,1050,Airoli,2,No,No,No,No
4106,15500000,1365,Ghansoli,3,Yes,Yes,No,Yes
4107,19200000,1202,Mulund West,2,Yes,Yes,Yes,Yes
4108,16000000,1140,Ghansoli,2,Yes,Yes,Yes,Yes
4110,19800000,1400,Ghansoli,2,Yes,No,No,Yes
4111,16000000,1550,Ghansoli,3,Yes,Yes,No,Yes
4112,14500000,1145,Ghansoli,2,Yes,Yes,Yes,No
4113,12000000,925,Ghansoli,2,Yes,Yes,Yes,Yes
4114,12500000,1145,Ghansoli,2,Yes,No,No,Yes
4115,13000000,1050,Ghansoli,2,Yes,Yes,No,Yes
4116,8900000,640,Ghansoli,1,Yes,Yes,Yes,Yes
4117,21000000,1665,Ghansoli,3,Yes,No,No,Yes
4118,9000000,695,Ghansoli,1,Yes,Yes,Yes,Yes
4119,16500000,1100,Ghansoli,2,Yes,No,No,Yes
4120,11000000,905,Ghansoli,2,Yes,Yes,Yes,Yes
4121,9800000,1250,Mira Road East,3,Yes,Yes,No,Yes
4122,11500000,1240,Ulwe,2,Yes,Yes,No,Yes
4123,3800000,650,Taloja,1,Yes,Yes,Yes,Yes
4124,5500000,1050,Taloja,2,No,Yes,No,No
4125,3000000,500,Taloja,1,No,Yes,No,No
4126,8000000,1300,Panvel,2,Yes,Yes,Yes,Yes
4127,6400000,1150,Taloja,2,Yes,No,No,No
4128,15500000,1200,Ghansoli,2,Yes,No,No,Yes
4129,15500000,1205,Ghansoli,2,Yes,No,Yes,Yes
4130,9000000,702,Ghansoli,1,Yes,No,Yes,Yes
4131,20500000,1251,Thane West,3,Yes,No,No,Yes
4132,2600000,510,Badlapur East,1,Yes,Yes,No,Yes
4133,3565999,703,Badlapur East,2,Yes,Yes,No,Yes
4134,4267000,841,Badlapur East,2,Yes,Yes,No,Yes
4135,4427000,873,Badlapur East,2,Yes,Yes,No,Yes
4136,3872000,762,Badlapur East,2,Yes,Yes,No,Yes
4137,3125000,615,Badlapur East,1,Yes,Yes,No,Yes
4138,2725000,535,Badlapur East,1,Yes,Yes,No,Yes
4139,3811999,750,Badlapur East,2,Yes,Yes,No,Yes
4140,4052000,798,Badlapur East,2,Yes,Yes,No,Yes
4141,2950000,580,Badlapur East,1,Yes,Yes,No,Yes
4142,2575000,505,Badlapur East,1,Yes,Yes,No,Yes
4143,6800000,693,Mira Road East,1,Yes,No,No,Yes
4144,8900000,972,Mira Road East,2,Yes,No,No,Yes
4145,11299999,1389,Mira Road East,3,Yes,No,No,Yes
4146,9200000,981,Mira Road East,2,Yes,No,No,Yes
4147,9700000,1098,Mira Road East,2,Yes,No,No,Yes
4148,7500000,600,Airoli,1,No,No,Yes,No
4149,7000000,410,Ghatkopar West,1,Yes,Yes,No,Yes
4150,11000000,644,Ghatkopar West,1,Yes,Yes,No,Yes
4151,10200000,644,Ghatkopar West,1,Yes,Yes,No,Yes
4152,7300000,450,Ghatkopar West,1,Yes,Yes,No,Yes
4153,7500000,600,Airoli,1,No,No,No,No
4154,6694000,400,Mira Road East,1,Yes,Yes,Yes,Yes
4155,6663000,398,Mira Road East,1,Yes,Yes,Yes,Yes
4156,13400000,783,Mira Road East,3,Yes,Yes,Yes,Yes
4157,9774000,571,Mira Road East,2,Yes,Yes,Yes,Yes
4158,13200000,773,Mira Road East,3,Yes,Yes,Yes,Yes
4159,9226000,580,Mira Road East,2,Yes,Yes,Yes,Yes
4160,11900000,698,Mira Road East,3,Yes,Yes,Yes,Yes
4161,8499000,508,Mira Road East,1,Yes,Yes,Yes,Yes
4162,15400000,901,Mira Road East,4,Yes,Yes,Yes,Yes
4163,2600000,630,Boisar,2,Yes,No,Yes,Yes
4164,14200000,1050,Kanjurmarg,2,Yes,Yes,No,Yes
4165,7800000,575,Bhandup West,1,Yes,No,No,Yes
4166,2300000,500,Naigaon East,1,Yes,No,No,No
4168,11500000,1330,Kalamboli,2,Yes,Yes,Yes,Yes
4169,14500000,1450,Thane West,3,No,No,No,No
4170,5000000,520,Thane West,1,Yes,Yes,Yes,Yes
4174,8990000,750,Thane West,2,Yes,Yes,Yes,Yes
4175,5990000,480,Thane West,1,Yes,Yes,Yes,Yes
4176,7700000,500,Ghatkopar West,1,No,No,No,No
4177,7600000,650,Airoli,1,No,No,Yes,Yes
4178,7731000,1137,Mira Road East,2,Yes,Yes,Yes,Yes
4179,7300000,500,Ghatkopar West,1,No,No,No,No
4180,9500000,750,Ghatkopar West,1,No,No,No,No
4181,8000000,500,Ghatkopar West,1,No,No,No,No
4182,18500000,1100,Powai,2,Yes,Yes,Yes,Yes
4183,12500000,1500,Mira Road East,2,Yes,Yes,Yes,No
4184,4500000,600,Mira Road East,1,No,Yes,No,No
4185,8198999,1050,Mira Road East,2,No,Yes,No,No
4186,7600000,950,Dahisar,2,Yes,Yes,Yes,Yes
4187,6500000,650,Bhayandar East,1,No,Yes,No,No
4188,8500000,950,Mira Road East,2,No,No,No,No
4189,8198999,1050,Mira Road East,2,Yes,No,No,Yes
4190,5499000,650,Mira Road East,1,No,No,No,No
4191,6200000,695,Mira Road East,1,No,No,No,No
4192,6000000,650,Mira Road East,1,Yes,Yes,Yes,Yes
4193,5999000,720,Mira Road East,1,No,No,No,No
4194,12400000,1365,Mira Road East,3,Yes,Yes,Yes,Yes
4195,6500000,1050,Mira Road East,2,Yes,Yes,No,Yes
4196,9599000,1098,Mira Road East,2,Yes,No,No,Yes
4197,6100000,700,Mira Road East,1,No,No,No,No
4198,8700000,1060,Mira Road East,2,Yes,Yes,Yes,Yes
4199,7498999,1010,Mira Road East,2,Yes,Yes,Yes,Yes
4200,5999000,850,Mira Road East,1,No,No,No,No
4201,15000000,1600,Mira Road East,2,Yes,Yes,Yes,Yes
4202,6000000,1050,Dahisar East,2,No,No,No,No
4203,4850000,700,Mira Road East,1,Yes,No,No,No
4204,9300000,750,Ghatkopar West,1,No,No,No,No
4205,7600000,500,Ghatkopar West,1,No,No,No,No
4206,8900000,1480,Dombivali East,3,No,No,No,No
4207,6300000,1131,Dombivali,3,No,No,Yes,No
4208,4300000,864,Nilje Gaon,2,No,No,No,No
4209,5400000,955,Dombivali East,2,No,No,No,No
4210,10700000,528,Mira Road East,2,Yes,No,No,Yes
4211,11000000,532,Mira Road East,2,Yes,No,No,Yes
4212,11000000,534,Mira Road East,2,Yes,No,No,Yes
4213,11200000,542,Mira Road East,2,Yes,No,No,Yes
4214,10600000,510,Mira Road East,2,Yes,No,No,Yes
4215,10400000,504,Mira Road East,2,Yes,No,No,Yes
4216,10400000,503,Mira Road East,2,Yes,No,No,Yes
4217,11200000,541,Mira Road East,2,Yes,No,No,Yes
4218,10900000,526,Mira Road East,2,Yes,No,No,Yes
4219,6575000,369,Mira Road East,1,Yes,No,No,Yes
4220,10500000,505,Mira Road East,2,Yes,No,No,Yes
4221,13200000,885,Mira Road East,3,Yes,Yes,Yes,Yes
4222,7815000,575,Mira Road East,2,Yes,Yes,Yes,Yes
4223,8053000,700,Mira Road East,2,Yes,Yes,Yes,Yes
4224,7652000,500,Mira Road East,2,Yes,Yes,Yes,Yes
4225,8030000,698,Mira Road East,2,Yes,Yes,Yes,Yes
4226,7500000,538,Mira Road East,2,Yes,No,Yes,No
4227,10100000,739,Mira Road East,3,Yes,No,Yes,No
4228,5300000,381,Mira Road East,1,No,No,No,No
4229,5900000,424,Mira Road East,1,Yes,No,Yes,No
4230,7745999,629,Mira Road East,2,No,No,No,No
4231,7650000,621,Mira Road East,2,No,No,No,No
4232,6738000,547,Mira Road East,2,No,No,No,No
4233,5229000,769,Mira Road East,1,Yes,Yes,Yes,Yes
4234,3300000,693,Nilje Gaon,1,No,No,No,No
4235,4950000,650,Mira Road East,1,No,No,Yes,No
4236,25000000,675,Matunga,1,No,Yes,No,No
4237,4500000,650,Mira Road East,1,No,No,No,No
4238,14400000,1086,Hiranandani Estates,3,Yes,No,No,Yes
4239,10900000,727,Hiranandani Estates,2,Yes,No,No,Yes
4240,2400000,570,Boisar,1,No,No,No,No
4241,8500000,611,Hiranandani Estates,2,Yes,No,No,Yes
4242,15000000,1650,Ulwe,3,Yes,Yes,Yes,Yes
4243,10000000,1055,Kharghar,2,Yes,Yes,No,Yes
4244,5000000,705,Panvel,1,Yes,No,No,Yes
4245,8500000,1055,Panvel,1,Yes,Yes,Yes,Yes
4246,12500000,1240,Kharghar,2,Yes,No,No,Yes
4247,12700000,1190,Thane West,2,Yes,No,No,Yes
4248,2600000,575,Virar East,1,No,No,No,No
4249,12800000,687,Thane West,2,Yes,Yes,Yes,Yes
4250,21000000,1153,Thane West,3,Yes,Yes,Yes,Yes
4251,13799999,746,Thane West,2,Yes,Yes,Yes,Yes
4252,16299999,1705,Kharghar,3,Yes,Yes,Yes,Yes
4253,9700000,1140,Panvel,2,Yes,Yes,Yes,Yes
4254,16900000,723,Kanjurmarg East,2,Yes,No,No,Yes
4255,3000000,835,Palghar,2,No,No,No,No
4256,7200000,1500,Taloja,3,Yes,No,No,Yes
4260,2515000,602,Khopoli,1,Yes,No,No,Yes
4261,6666000,1602,Khopoli,2,Yes,No,No,Yes
4262,4200000,1380,Boisar,3,Yes,No,Yes,Yes
4263,4500000,910,Virar West,2,No,No,No,No
4264,2400000,930,Boisar,2,No,No,No,No
4265,3350000,1160,Boisar,3,No,No,No,No
4266,2500000,930,Boisar,2,No,No,No,No
4267,3500000,610,Virar East,1,No,No,No,No
4268,4200000,1120,Boisar,2,Yes,No,Yes,Yes
4269,2900000,1160,Boisar,3,Yes,No,Yes,Yes
4270,2150000,820,Boisar,2,No,No,No,No
4271,3100000,832,Palghar,2,No,Yes,No,No
4272,6500000,650,Airoli,1,No,No,No,No
4273,9500000,780,Airoli,1,Yes,No,No,No
4274,6600000,640,Airoli,1,No,No,No,No
4275,7800000,660,Airoli,1,No,No,No,No
4276,7800000,660,Airoli,1,No,No,No,No
4277,5900000,666,Airoli,1,No,No,No,No
4278,7500000,1050,Airoli,1,No,No,Yes,No
4279,7000000,700,Airoli,1,No,No,No,No
4280,7000000,680,Airoli,1,No,No,No,No
4282,2600000,500,Naigaon East,1,Yes,Yes,Yes,Yes
4283,3100000,540,Naigaon East,1,Yes,Yes,Yes,Yes
4284,3977000,925,Vasai,2,No,Yes,Yes,No
4285,2795000,650,Vasai,1,No,Yes,Yes,No
4286,7500000,1100,Ulwe,2,No,No,No,No
4287,5500000,675,Ulwe,1,No,No,No,No
4288,5000000,650,Ulwe,1,Yes,No,No,No
4289,5000000,650,Ulwe,1,No,No,No,No
4290,7350000,1160,Vasai,3,No,Yes,Yes,No
4291,4200000,600,Vasai West,2,No,No,No,No
4292,3600000,600,Nala Sopara,1,Yes,Yes,Yes,Yes
4293,2250000,432,Taloje,1,No,No,No,No
4294,3200000,600,Naigaon East,1,Yes,Yes,Yes,Yes
4295,4390000,606,Panvel,2,No,No,No,No
4296,2950000,428,Panvel,1,No,No,No,No
4297,2750000,394,Panvel,1,No,No,No,No
4298,2684000,385,Panvel,1,No,No,No,No
4299,2882000,415,Panvel,1,No,No,No,No
4300,4000000,550,Panvel,2,No,No,No,No
4301,2400000,485,Nala Sopara,1,Yes,Yes,Yes,No
4302,2600000,590,Nala Sopara,1,Yes,Yes,Yes,Yes
4303,4200000,860,Nala Sopara,2,Yes,Yes,Yes,Yes
4304,2150000,415,Nala Sopara,1,Yes,Yes,Yes,No
4305,2950000,605,Nala Sopara,1,No,Yes,Yes,No
4306,3400000,610,Nala Sopara,1,No,No,No,No
4307,3200000,610,Nala Sopara,1,No,No,No,No
4308,2600000,590,Nala Sopara,1,No,No,Yes,No
4309,2700000,590,Nala Sopara,1,No,No,No,No
4310,2700000,595,Nala Sopara,1,No,No,No,No
4311,2700000,610,Nala Sopara,1,Yes,Yes,Yes,Yes
4312,2700000,585,Nala Sopara,1,Yes,Yes,Yes,No
4313,5300000,860,Nala Sopara,1,No,No,No,No
4314,2650000,585,Nala Sopara,1,Yes,Yes,Yes,Yes
4315,2900000,590,Nala Sopara,1,No,No,No,No
4316,2485000,585,Nala Sopara,1,No,No,No,No
4317,2850000,585,Nala Sopara,1,No,Yes,Yes,No
4318,3000000,385,Naigaon East,1,Yes,Yes,Yes,Yes
4319,3100000,365,Bhayandar East,1,No,No,No,No
4320,10500000,660,Powai,1,No,No,Yes,No
4321,19500000,1150,Powai,2,No,No,No,No
4323,10500000,700,Powai,1,No,No,No,No
4324,2800000,795,Boisar,2,No,No,No,No
4326,2600000,505,Vasai east,1,No,No,No,No
4327,5200000,950,Nalasopara East,2,No,No,No,No
4328,4800000,970,Nalasopara East,2,No,No,No,No
4329,3900000,773,Nala Sopara,2,Yes,Yes,Yes,Yes
4330,2500000,650,Vasai,1,Yes,Yes,No,Yes
4331,4600000,910,Nala Sopara,2,No,Yes,Yes,No
4332,2900000,595,Vasai,1,No,No,Yes,No
4333,3800000,635,Nala Sopara,1,Yes,No,Yes,No
4334,4000000,675,Nala Sopara,1,Yes,No,Yes,No
4335,4750000,950,Nala Sopara,2,No,No,No,No
4336,5000000,1050,Nala Sopara,2,Yes,Yes,Yes,No
4337,3400000,680,Nala Sopara,1,No,No,No,No
4338,2900000,580,Nala Sopara,1,No,No,No,No
4339,5000000,945,Nala Sopara,2,Yes,Yes,Yes,Yes
4340,3150000,650,Nala Sopara,1,Yes,Yes,Yes,Yes
4341,3600000,615,Nala Sopara,1,No,Yes,Yes,No
4342,2900000,585,Vasai east,1,No,No,No,No
4343,2500000,535,Vasai,1,No,Yes,No,No
4344,3000000,620,Nala Sopara,1,No,Yes,No,No
4345,3700000,710,Nala Sopara,1,No,No,No,Yes
4346,3200000,655,Nala Sopara,1,No,No,No,No
4347,4150000,950,Vasai,2,No,Yes,No,No
4348,3600000,750,Nala Sopara,1,No,Yes,Yes,No
4349,6500000,925,Vasai,2,No,Yes,No,No
4350,5100000,945,Nala Sopara,2,Yes,Yes,Yes,Yes
4351,4800000,945,Nala Sopara,2,Yes,Yes,Yes,Yes
4352,5200000,950,Nala Sopara,2,Yes,Yes,Yes,Yes
4353,3500000,695,Vasai,1,No,No,No,No
4354,4900000,980,Nala Sopara,2,Yes,Yes,Yes,Yes
4355,5200000,980,Nala Sopara,2,No,Yes,Yes,No
4356,4600000,846,Nala Sopara,2,Yes,Yes,Yes,Yes
4357,3100000,585,Naigaon East,1,Yes,Yes,Yes,Yes
4358,6300000,730,Bhayandar East,2,No,No,No,No
4359,13000000,1586,Ulwe,3,Yes,No,No,Yes
4360,9000000,1250,Gulal Wadi,2,Yes,No,No,Yes
4361,4000000,635,Ulwe,1,No,No,No,No
4362,4000000,600,Ulwe,1,No,No,No,No
4363,4500000,665,Ulwe,1,No,No,No,No
4364,14000000,1245,Airoli,2,Yes,No,No,Yes
4365,4000000,650,Ulwe,1,No,No,No,No
4366,4000000,650,Ulwe,1,No,No,No,No
4367,7000000,920,Ulwe,1,No,No,No,No
4368,8000000,920,Ulwe,2,No,No,No,No
4369,5000000,650,Ulwe,1,No,No,No,No
4370,8500000,920,Ulwe,2,No,No,No,No
4371,6998999,650,Ulwe,1,No,No,No,No
4372,7000000,650,Ulwe,1,No,No,No,No
4373,5500000,650,Ulwe,1,No,No,No,No
4374,3500000,620,Ulwe,1,No,No,No,No
4375,4800000,670,Ulwe,1,No,No,No,No
4376,4800000,675,Ulwe,1,No,No,No,No
4377,17000000,580,Ville Parle East,1,No,No,No,No
4379,8500000,1050,Ulwe,2,Yes,No,No,No
4380,5600000,670,Ulwe,1,Yes,No,No,No
4381,6299000,421,Mira Road East,1,No,No,No,No
4382,8381999,584,Mira Road East,2,No,No,No,No
4383,6186000,401,Mira Road East,1,No,No,No,No
4384,6164000,399,Mira Road East,1,No,No,No,No
4385,8527000,597,Mira Road East,2,No,No,No,No
4386,5000000,225,Powai,1,No,No,No,No
4387,12500000,1100,Kharghar,2,Yes,Yes,No,No
4388,12000000,1200,Kharghar,2,Yes,Yes,Yes,Yes
4389,9000000,1060,Kharghar,2,Yes,Yes,Yes,Yes
4390,5800000,650,Kharghar,1,No,Yes,Yes,No
4391,2331000,740,Boisar,2,No,No,No,No
4392,4000000,1380,Boisar,3,Yes,No,Yes,Yes
4393,3500000,1200,Boisar,3,Yes,No,Yes,Yes
4394,3000000,1160,Boisar,3,Yes,No,Yes,Yes
4395,3317000,990,Boisar,3,Yes,Yes,Yes,Yes
4396,4300000,774,Andheri West,2,Yes,Yes,Yes,Yes
4397,2500000,930,Boisar,2,Yes,No,Yes,Yes
4398,2350000,820,Boisar,2,No,No,Yes,No
4399,2350000,820,Boisar,2,Yes,No,Yes,Yes
4400,2100000,780,Boisar,2,Yes,No,Yes,Yes
4402,8588000,1130,Kharghar,2,Yes,Yes,Yes,Yes
4403,3800000,650,Ulwe,1,No,No,No,No
4404,4200000,650,Ulwe,1,No,No,No,No
4405,4100000,650,Ulwe,1,No,No,No,No
4406,4500000,650,Ulwe,1,No,No,No,No
4407,4500000,665,Taloja,1,No,No,No,No
4408,3700000,650,Taloja,1,No,No,No,No
4409,3350000,650,Taloja,1,No,No,No,No
4410,2178000,605,Boisar,1,Yes,Yes,Yes,Yes
4411,2178000,605,Boisar,1,Yes,Yes,Yes,Yes
4412,3877000,1077,Boisar,3,Yes,Yes,Yes,Yes
4413,3100000,420,Ulwe,1,No,No,No,No
4414,3400000,650,Ulwe,1,No,No,No,No
4415,2700000,420,Ulwe,1,No,No,No,No
4416,5500000,585,Kharghar,1,No,No,No,No
4417,11000000,1250,Ulwe,2,Yes,Yes,No,Yes
4418,12000000,1450,Ulwe,3,No,No,No,No
4419,12000000,1450,Ulwe,3,Yes,No,No,No
4420,9000000,1050,Ulwe,2,Yes,Yes,Yes,No
4421,9500000,1100,Ulwe,2,Yes,No,No,No
4422,14000000,1653,Ulwe,3,Yes,Yes,Yes,Yes
4423,9500000,1050,Ulwe,2,Yes,No,No,Yes
4424,6000000,650,Ulwe,1,No,No,No,No
4425,5000000,680,Ulwe,1,Yes,No,No,Yes
4426,7500000,1050,Ulwe,2,No,No,No,No
4427,8000000,1100,Ulwe,2,No,No,No,No
4428,3499000,420,Ulwe,1,No,No,No,No
4429,5300000,650,Ulwe,1,No,No,No,No
4430,5200000,650,Ulwe,1,No,No,No,No
4431,3536000,1105,Boisar,3,Yes,No,No,No
4432,3300000,630,Ulwe,1,No,No,No,No
4433,4200000,650,Ulwe,1,No,No,No,No
4434,4200000,650,Ulwe,1,No,No,No,No
4435,3700000,650,Ulwe,1,No,No,No,No
4436,6000000,650,Ulwe,1,No,No,No,No
4437,6000000,650,Ulwe,1,No,No,No,No
4438,5400000,650,Ulwe,1,No,No,No,No
4439,4500000,650,Ulwe,1,No,No,No,No
4440,4361000,890,Virar,2,Yes,Yes,No,Yes
4441,4459000,910,Virar,2,Yes,Yes,No,Yes
4442,3258000,665,Virar,1,Yes,Yes,No,Yes
4443,4067000,830,Virar,2,Yes,Yes,No,Yes
4444,3087000,630,Virar,1,Yes,Yes,No,Yes
4445,12100000,1600,Kharghar,3,Yes,Yes,Yes,Yes
4446,3650000,830,Virar,2,Yes,Yes,No,Yes
4447,4500000,715,Boisar,2,No,No,No,No
4448,8399000,430,Panvel,2,Yes,No,Yes,Yes
4449,8975000,460,Panvel,2,Yes,No,Yes,Yes
4450,8599000,440,Panvel,2,Yes,No,Yes,Yes
4451,9618000,493,Panvel,2,Yes,No,Yes,Yes
4452,7600000,1000,Ulwe,2,No,No,No,No
4453,7600000,1020,Ulwe,2,No,No,No,No
4454,7600000,1050,Ulwe,2,No,No,No,No
4455,2600000,610,Boisar,1,No,No,No,No
4456,5200000,500,Kalwa,1,No,No,No,No
4457,6500000,620,Kalwa,1,Yes,No,No,No
4458,6500000,620,Thane West,1,Yes,Yes,Yes,Yes
4459,8000000,720,Thane West,1,Yes,Yes,Yes,Yes
4460,6500000,660,Kalwa,1,Yes,No,No,No
4461,5500000,680,Kalwa,1,No,No,No,No
4462,5700000,657,Kalwa,1,No,No,No,No
4463,5900000,610,Thane West,1,No,Yes,No,No
4464,7000000,710,Thane West,1,No,No,No,Yes
4465,9200000,1000,Kalwa,2,No,No,No,No
4466,5500000,620,Kalwa,1,No,No,No,No
4467,6000000,700,Thane West,1,Yes,No,Yes,No
4468,5000000,647,Kalwa,1,No,No,No,No
4469,6200000,675,Thane West,1,Yes,No,Yes,No
4470,14500000,1250,Thane West,3,Yes,Yes,Yes,Yes
4471,4700000,478,Kalwa,1,No,No,No,No
4472,6000000,680,Kalwa,1,No,No,No,No
4473,4000000,425,Thane West,1,Yes,Yes,Yes,Yes
4474,3250000,846,Palghar,2,No,Yes,No,No
4475,9800000,999,Thane West,2,Yes,Yes,Yes,Yes
4476,7950000,600,Hiranandani Estates,1,No,No,No,No
4477,13000000,910,Hiranandani Estates,2,Yes,No,No,Yes
4478,2300000,820,Boisar,2,Yes,No,Yes,Yes
4479,4500000,850,Mira Road East,2,No,Yes,No,No
4480,6100000,650,Airoli,1,No,No,No,No
4481,9000000,1150,Ulwe,2,No,No,No,No
4482,8400000,1010,Thane West,2,Yes,No,Yes,No
4483,5700000,670,Ulwe,1,No,No,No,No
4484,5700000,670,Ulwe,1,Yes,No,No,No
4485,9600000,900,Kharghar,2,Yes,Yes,Yes,No
4486,6000000,1000,Kharghar,2,No,No,No,No
4487,11000000,1100,Kharghar,2,No,No,No,No
4488,12000000,1400,Kharghar,2,No,No,No,No
4489,9500000,1000,Kharghar,2,No,No,No,No
4490,4900000,690,Kharghar,1,No,No,No,No
4491,9000000,1100,Ulwe,2,Yes,No,No,No
4492,8500000,1123,Ulwe,2,Yes,No,No,No
4493,11500000,1142,Ulwe,2,Yes,No,No,No
4494,7500000,675,Airoli,1,No,No,Yes,No
4495,2400000,930,Boisar,2,Yes,No,Yes,No
4496,2300000,820,Boisar,2,No,No,Yes,Yes
4497,8500000,1050,Thane West,2,Yes,No,No,No
4498,6000000,750,Thane West,1,Yes,No,No,No
4499,6700000,890,Thane West,2,Yes,Yes,Yes,No
4500,3200000,785,Boisar,2,No,No,No,No
4501,3920000,1120,Boisar,3,No,No,No,No
4502,3500000,600,Naigaon East,1,No,No,Yes,No
4503,3300000,585,Naigaon East,1,No,No,Yes,No
4504,3500000,585,Naigaon East,1,No,No,Yes,No
4505,3400000,585,Naigaon East,1,No,No,Yes,No
4507,20700000,905,Goregaon West,2,Yes,No,Yes,Yes
4508,3600000,1200,Boisar,3,Yes,No,Yes,Yes
4509,2300000,740,Boisar,2,Yes,Yes,Yes,Yes
4510,2600000,930,Boisar,2,Yes,No,No,Yes
4511,2600000,840,Boisar,2,Yes,Yes,Yes,Yes
4512,2900000,1160,Boisar,3,No,No,No,Yes
4513,4700000,656,Ulwe,1,No,No,No,No
4514,6500000,650,Thane West,1,Yes,Yes,Yes,Yes
4515,7800000,1050,Ulwe,2,Yes,No,No,No
4516,2000000,731,Boisar,2,No,No,No,No
4517,2500000,640,Nala Sopara,1,No,No,No,No
4518,10000000,1100,Ulwe,2,Yes,Yes,Yes,Yes
4519,3900000,670,Ulwe,1,No,No,No,No
4520,5400000,761,Thane West,2,Yes,Yes,Yes,Yes
4521,2640000,324,Thane West,1,Yes,Yes,Yes,Yes
4522,3900000,999,Boisar,2,Yes,No,Yes,Yes
4523,2500000,675,Boisar,2,Yes,No,Yes,Yes
4524,2139000,620,Boisar,1,No,No,No,No
4525,2600000,324,Thane West,1,Yes,Yes,Yes,Yes
4526,2050000,513,Boisar,1,Yes,No,Yes,Yes
4528,4500000,500,Thane West,1,Yes,Yes,Yes,Yes
4529,7700000,950,Mira Road East,2,No,Yes,No,No
4530,4950000,900,Vasai,2,No,Yes,No,No
4531,7400000,980,Ulwe,2,No,No,No,No
4532,13500000,1538,Ulwe,3,Yes,Yes,No,Yes
4533,9000000,1120,Ulwe,2,No,No,No,No
4534,9000000,1120,Ulwe,2,Yes,No,No,No
4535,8500000,1000,Ulwe,2,Yes,No,Yes,No
4536,8500000,1000,Ulwe,2,Yes,No,Yes,No
4537,11000000,1350,Ulwe,3,Yes,Yes,Yes,Yes
4538,11500000,1450,Ulwe,3,Yes,No,No,No
4539,4500000,664,Thane West,1,Yes,Yes,Yes,Yes
4540,6800000,1000,Ulwe,2,No,No,No,No
4541,8000000,1055,Ulwe,2,Yes,No,No,No
4542,5100000,690,Ulwe,1,No,No,No,No
4543,5100000,690,Ulwe,1,No,No,No,No
4544,5700000,761,Thane West,2,Yes,Yes,Yes,Yes
4545,6000000,761,Thane West,2,Yes,Yes,Yes,Yes
4546,4300000,560,Thane West,1,Yes,Yes,Yes,Yes
4547,4500000,560,Thane West,1,Yes,Yes,Yes,Yes
4548,4250000,560,Thane West,1,Yes,Yes,Yes,Yes
4549,4400000,560,Thane West,1,Yes,Yes,Yes,Yes
4550,4400000,560,Thane West,1,Yes,Yes,Yes,Yes
4551,4250000,560,Thane West,1,Yes,Yes,Yes,Yes
4552,4500000,561,Thane West,1,Yes,Yes,Yes,Yes
4553,4300000,560,Thane West,1,Yes,Yes,Yes,Yes
4554,4280000,560,Thane West,1,Yes,Yes,Yes,Yes
4555,4300000,564,Thane West,1,Yes,Yes,Yes,Yes
4556,2750000,324,Thane West,1,Yes,Yes,Yes,Yes
4557,2800000,324,Thane West,1,Yes,Yes,Yes,Yes
4558,2850000,324,Thane West,1,Yes,Yes,Yes,Yes
4559,2780000,324,Thane West,1,Yes,Yes,Yes,Yes
4560,2875000,324,Thane West,1,Yes,Yes,Yes,Yes
4561,2875000,324,Thane West,1,Yes,Yes,Yes,Yes
4562,2800000,324,Thane West,1,Yes,Yes,Yes,Yes
4563,3100000,324,Thane West,1,Yes,Yes,Yes,Yes
4564,3000000,384,Thane West,1,Yes,Yes,Yes,Yes
4565,2900000,324,Thane West,1,Yes,Yes,Yes,Yes
